1,0,ばかやろう
2,0,給料泥棒
3,0,本当に無能やな
4,0,呪い殺してやるからな
5,0,引きずり倒すぞお前
6,0,てめえ、何やってんだ
7,0,どうしてくれるんだ
8,0,親子くらいの年の差があるのに常識を考えろ
9,0,あいつは危険人物だぞ
10,0,たくさんの女性を泣かせてきた
11,0,お前が離婚したのは、元嫁の妹に手を出したからだろうが。一度失敗したやつが幸せになれると思うな
12,0,12月までに2000万やらなければ会社を辞めると一筆書け
13,0,7000万円払わないと辞めさせない
14,0,ぶっ殺すぞ
15,0,辞めろ、辞表を出せ
16,0,あなた何歳のときに日本に来たんだっけ？日本語わかってる？
17,0,朝鮮名を名乗ったらどうだ
18,0,あなたは何人ですか。中国人でしょ。日本の文化を知らない。
19,0,マネージャーが勤まると思っているのか
20,0,マネージャーをいつ降りてもらっても構わない
21,0,この寄生虫
22,0,あんたはバカなんだから
23,0,あんたは実力がない
24,0,あんたなんかいなくたっていい
25,0,新入社員以下だ
26,0,存在が目障りだ
27,0,居るだけでみんなが迷惑している
28,0,よくこんな奴と結婚したな、もの好きもいるもんだな。
29,0,おまえのカミさんも気がしれん
30,0,頭おかしい
31,0,お前、辞めろ、もう
32,0,うるさいよ、指示は受けん
33,0,そういった行為は解雇にあたる
34,0,何度も同じことを言わせるな
35,0,馬鹿野郎
36,0,クソ野郎
37,0,クビにするぞ
38,0,プロジェクトから外されてもいいのか？
39,0,この成績で正社員にはさせないからな
40,0,次の契約更新はないと思え
41,0,仕事を辞めたければ◯万円を払え
42,0,有給は使わせないぞ
43,0,役立たず
44,0,新入社員以下の働きぶりだ
45,0,もっと優秀な人を採用するべきだった
46,0,お前のせいでみんなに迷惑がかかっている
47,0,こんなに仕事ができない奴は見たことがない
48,0,お前にはどうせ無理だ
49,0,バカ
50,0,アホ
51,0,ボケ
52,0,デブ
53,0,ブサイク
54,0,ジジイ
55,0,ババア
56,0,このゆとりが
57,0,無能
58,0,お前は気持ち悪い
59,0,チビ
60,0,ゆとり世代
61,0,コネ入社
62,0,Fラン大学
63,0,有給取れるわけねーだろ
64,0,結果出してから言ってくれ
65,0,おまえ、何歳だ、
66,0,おまえの存在が目障りだ
67,0,どれだけ迷惑かければ気が済むんだ
68,0,口答えするな
69,0,親も頭悪いんだろな
70,0,おまえの子供がかわいそうだ
71,0,〇〇さんが私の部下だったらよかったのに
72,0,やる気あるのか？
73,0,おい下っ端、早くビール注げ
74,0,ふざけるな
75,0,おまえを信じた、俺がバカだった
76,0,プロジェクトから外すぞ
77,0,もう辞めたら？
78,0,ダメ人間
79,0,昼メシ買ってきて
80,0,早く、散髪いけ
81,0,役立たずなやつ
82,0,ちゃんと考えたのか？
83,0,まじめにやってる？
84,0,これ常識だから
85,0,仕事できなくてもメシはちゃんと食うのか
86,0,さぼるな
87,0,どこまで教えないといけないの？
88,0,もっと働け
89,0,仕事してるフリするな
90,0,普通、聞かなくてもわかるだろ
91,0,いつでもおまえを飛ばすことができる
92,0,おまえの代わりはいくらでもいるぞ
93,0,すごい優秀な新人が来るぞ、おまえやばいな
94,0,こんな成績でよく会社来れるな
95,0,逃げるのは簡単だ
96,0,おまを採用して失敗だ、金返せ
97,0,おまえも時間の問題だな
98,0,こんな成績で正社員なれないぞ
99,0,もう会社来なくていいぞ
100,0,もっと優秀な派遣に来てもらうことにした
101,0,もう派遣契約更新しないから、もう契約更新しないから
102,0,電話対応もまともにできないのか
103,0,上司に逆らうのか？
104,0,無礼なやつだな
105,0,反省してるのか
106,0,言い訳するな、やれ
107,0,なんで早く会社来てるの？
108,0,何時間かかってるんだ、俺だったら10分で出来るわ
109,0,おまえ病気か？
110,0,もう転職しろよ
111,0,休みの日、勉強したことを報告しろ
112,0,よく入社できたな
113,0,言われたことだけやれ、余計なことするな
114,0,言葉づかい気をつけろよ
115,0,頭、大丈夫か？
116,0,こっち見るな
117,0,おまえ今までちゃんと勉強してきたか？
118,0,おまえ会社に貢献したことある？
119,0,面接のときの発言はうそだったのか？だまされたわ
120,0,次、ミスしたらブチ切れるぞ
121,0,先輩を見習え
122,0,女だからこの程度で済まされてることに感謝しろ
123,0,このままだと仕事まかせられないぞ
124,0,おまえ社内で評判悪いの知ってたか？
125,0,おまえのせいで、みんなイライラしてるぞ
126,0,レベルが低い
127,0,仕事が遅い
128,0,おまえより成長が遅いやつは見たことがない
129,0,もっと、がむしゃらにやれ
130,0,給料泥棒
131,0,頑張ってるやつと頑張ってないやつがいる
132,0,死ぬ気でやれ
133,0,契約とれるまで帰ってくるな
134,0,おまえ何回目だ、何回教えたらわかるんだ
135,0,前も言ったよね？
136,0,おまえは新卒以下だ
137,0,社会人として常識だ
138,0,他社でも通用しない
139,0,休めると思うな
140,0,みんなやってるぞ、おまえ以外できてるぞ
141,0,そんなこともできないのか
142,0,恥ずかしいと思わないのか
143,0,おまえには出来ない
144,0,おまえには失望した
145,0,責任とれんのか
146,0,おまえのせいで会社は損失だ
147,0,おまえ以外みんな出来てるぞ
148,0,もう後がないぞ
149,0,失敗したらクビだ
150,0,小学校からやり直せ
151,0,おまえは楽でいいな
152,0,甘えるな
153,0,いつになったら出来るんだ
154,0,もう帰るのか？
155,0,お前なんか
156,0,死んでしまえ
157,0,あんたなんか
158,0,死ね
159,0,殺すぞ
160,0,上司に向かってなんだその態度は
161,0,部下のくせに生意気だ
162,0,クソ上司
163,0,リーダー失格
164,0,いつになったらできるんだ
165,0,お前は仕事ができない
166,0,仕事が遅い
167,0,お前は仕事が遅い
168,0,お前にはこの仕事向いてないよ
169,0,お前にはこの仕事向いていないよ
170,0,遅すぎ
171,0,やる気あんの
172,0,やる気ないよね
173,0,やることやれよ
174,0,成績が悪かったら罰としてみんなに奢ること
175,0,このアホが
176,0,給料泥棒が
177,0,クビにしてやる
178,0,こんなことも分からないなんて、小学生からやり直せば？
179,0,死ねボケ
180,0,明日から仕事来なくていいよ
181,0,君はもう必要ないから
182,0,お前の席ないから
183,0,もうお前は仕事するな
184,0,この役立たずが！お前のせいでみんなに迷惑がかかっている。
185,0,お前ってほんと使えないな
186,0,1日は26時間だよ！
187,0,休みくらい返上しろ
188,0,休日も出勤するよね？
189,0,残業代は付けられないぞ
190,0,2時間前には出社しろ
191,0,全員有休とれるわけねーだろ
192,0,徹夜してでも仕事しろ
193,0,クビにするぞ
194,0,そんなに文句があるなら、あなたが会社辞めればいいじゃない
195,0,こんな事もできないのか
196,0,皆出来るのになぜ君は出来ないの？
197,0,新人より仕事ができないと思っている
198,0,お前は俺に全て従っていればいいんだよ
199,0,馬鹿じゃないか。邪魔だよ。
200,0,必要ないから帰れ
201,0,どれだけ迷惑かければ気が済むんだ
202,0,死ねばいいのに
203,0,あなたのかわりなんていくらでもいる
204,0,お前いても居なくても変わらない
205,0,頭が悪い
206,0,お前はそういう奴
207,0,お前の親が馬鹿だからお前はできないんだな
208,0,能無し
209,0,貰いすぎなんだよ
210,0,何イラついてんの？生理か？
211,0,つわりは病気じゃないから
212,0,生理か？
213,0,結婚したほうがいい
214,0,子供は産んでおいた方がいい
215,0,お前に仕事を任せたのが、間違いだったわ
216,0,戦犯だからな
217,0,機会損失が出た分、お金を払って。
218,0,今日中にこれ全部やっておいて
219,0,休日もやれば終わるよね？
220,0,君はこれだけしてくれればいいから
221,0,お前にできることはない
222,0,今日の夜は何をして過ごすの？
223,0,二度と来んな
224,0,お前は嫌い
225,0,お前が憎い
226,0,楽でいいよな
227,0,存在が邪魔
228,0,邪魔なやつ
229,0,不愉快だ
230,0,不快なんだよ
231,0,お前みてると気持ち悪くなる
232,0,仕事を妨げるな
233,0,邪魔するな
234,0,邪魔なんだよ
235,0,いなくなればいいのに
236,0,ただの迷惑
237,0,性格悪い
238,0,お前臭いよ
239,0,このデブが
240,0,不細工だな
241,0,不細工
242,0,不幸になれ
243,0,お前の仕事は酷いよ
244,0,あいつ仕事できないから
245,0,あいつには任せたくない
246,0,あいつとは一緒にいたくない
247,0,一緒にいたくない
248,0,うるせーよ
249,0,お前汚いよ
250,0,あいつとは関わるな
251,0,あいつのせいで
252,0,お前のせいで
253,0,あいつなんか
254,0,消えてしまえ
255,0,声も聞きたくない
256,0,存在が意味ない
257,0,不潔だよ
258,0,無駄だよ
259,0,努力するな
260,0,お前には無理だよ
261,0,非力だね
262,0,無知
263,0,ダサいやつ
264,0,お前ダサいよ
265,0,あいつダサい
266,0,何もかもがダメ
267,0,ウジ虫が
268,0,蛆虫が
269,0,黙ってろ
270,0,黙ってて
271,0,黙れ
272,0,醜いよ
273,0,醜いやつ
274,0,クズはいらない
275,0,お前には呆れたよ
276,0,君には失望した
277,0,失望した
278,0,消え去れ
279,0,お前なんか消え去れ
280,0,うるさい黙ってろ
281,0,あいつがいるとチーム全体のパフォーマンスが低下する。
282,0,あいつがいるとみんな不幸になる。
283,0,あいつがいると全てがうまくいかない。
284,0,お前と話したくない
285,0,お前とは話さない
286,0,あいつとは話したくない
287,0,耳障りだ
288,0,仕事できないやつ
289,0,お前には言われたくない
290,0,あいつの仕事ぶりは本当に残念だ。
291,0,あいつの仕事ぶりはひどい。
292,0,お前の仕事はひどい
293,0,求めてないから
294,0,腹立たしいやつ
295,0,お前腹立たしいよ
296,0,不愉快にさせる
297,0,何も理解してないよ
298,0,ちゃんと理解して
299,0,ゴミクズ
300,0,低脳
301,0,なんで生きてるの
302,0,早く消えろよ
303,0,生きてることをやめてくれない
304,0,近くに来ないで
305,0,あっちいけよ
306,0,あっちいって
307,0,こっち来ないで
308,0,向こう行けよ
309,0,お前誰だよ
310,0,なんで来てるの
311,0,お前場違いだよ
312,0,お前にはもう期待しない。
313,0,お前と話すのは苦痛だ。
314,0,お前とは一緒に仕事をしたくない。
315,0,お前のせいで仕事が狂ってしまった。
316,0,お前のせいで仕事が滞る。
317,0,お前のせいで
318,0,あいつのせいで
319,0,あいつなんか
320,0,クズが
321,0,お前のようなクソ野郎が生きているなんて許せない。
322,0,お前の言動は本当にうっとうしい。
323,0,苦痛でしかない
324,0,いいご身分だな
325,1,今日は何の日
326,1,明日の仕事は何だっけ
327,1,綺麗だった
328,1,綺麗になってる
329,1,何食べよう
330,1,どこいく
331,1,どこ行く
332,1,あれ見た
333,1,昨日見たよ
334,1,昨日何したっけ
335,1,この仕事いつまでにやる
336,1,今日は早く終わったな
337,1,ご飯行こう
338,1,お昼食べよう
339,1,休憩しよう
340,1,そろそろ休憩にしよう
341,1,今日は残業していきます
342,1,今日は残業お願いできる
343,1,これやっといてください
344,1,お願いします
345,1,よろしく
346,1,今日はいい天気ですね
347,1,明日はどうしましょうか
348,1,いい仕事場ですね
349,1,いい職場ですね
350,1,仕事やってるかい
351,1,お疲れ様です
352,1,お疲れ様
353,1,これお願いできるかな
354,1,これやっといてください
355,1,使わせてもらいました
356,1,やっておきました
357,1,こちらですか
358,1,こちらになります
359,1,あの人
360,1,どなたですか
361,1,それなりです
362,1,何とかできました
363,1,できました
364,1,なりそうです
365,1,今日中には何とかできそう
366,1,教えてください
367,1,助けてください
368,1,忙しいところ
369,1,お忙しい中
370,1,大変ですよね
371,1,テンション上がってきた
372,1,ちょうどいい
373,1,どんな食べ物が好きですか？
374,1,好きなワインは何ですか？
375,1,この料理に合わせるならどのワインを選びますか？それはなぜですか？
376,1,毎日同じ物しか食べられないとしたら何を選びますか？それはなぜですか？
377,1,あまり人気はないけれど大好きだという食べ物はありますか？
378,1,今まで試した中で一番変わっていた食べ物は何ですか？
379,1,自宅でよく作る料理は何ですか？
380,1,好きなレストランはどこですか？それはなぜですか？
381,1,嫌いな食べ物は何ですか？
382,1,食べるとほっとするような定番料理は何ですか？
383,1,かしこまりました
384,1,承知いたしました
385,1,承知しました
386,1,その件は
387,1,お伺いいたします
388,1,おはようございます
389,1,こんにちは
390,1,こんばんは
391,1,ご苦労様
392,1,本日お休みをいただいております。
393,1,本日休みをとっております。
394,1,本日休みです。
395,1,お名刺
